Order_ID,Order_Date,Ship_Date,Customer_ID,Product_ID,Quantity,Unit_Price,Discount,Revenue,Profit,Payment_Mode,Ship_Mode,Campaign_ID,Region,Currency,Target_Revenue,Target_Profit
O91273,2025-12-13,17/12/25,C7965,P0232,1,1217.07,0.15,1936.01,1230.91,Credit Card,Standard,,South Asia,INR,2151.95,1332.04
O91274,2023-04-05,11/04/23,C6489,P0274,1,252.54,0.22,180.0,72.42,Credit Card,Standard,,North America,USD,180.0,72.42
O91275,2024-06-12,21/06/24,C5123,P0328,1,195.75,0.04,203.8,55.44,UPI,Standard,CAMP007,West Asia,AED,225.61,59.52
O91276,2023-10-20,21/10/23,C5558,P0226,2,531.72,0.19,1220.8,449.32,Credit Card,Standard,CAMP003,Oceania,AUD,1299.34,488.59
O91277,2024-02-10,16/02/24,C5364,P0103,1,1068.11,0.1,967.32,129.78,Credit Card,Standard,,North America,CAD,893.73,122.2
O91278,2023-07-07,08/07/23,C6814,P0085,1,1071.33,0.14,965.57,447.95,Credit Card,Express,,South Asia,INR,1058.04,499.14
O91279,2025-09-05,09/09/25,C6124,P0047,1,545.87,0.19,628.54,154.52,COD,Standard,CAMP007,West Asia,AED,628.54,154.52
O91280,2025-07-07,13/07/25,C6563,P0234,1,1058.23,0.02,1367.04,703.97,UPI,Standard,,Western Europe,EUR,1176.07,662.05
O91281,2025-12-10,12/12/25,C7231,P0167,1,939.53,0.25,1323.93,751.58,UPI,Standard,,South Asia,INR,1200.62,697.49
O91282,2025-06-17,22/06/25,C7768,P0037,1,534.94,0.02,613.51,340.37,Credit Card,Standard,CAMP010,North America,CAD,570.22,298.04
O91283,2025-06-16,22/06/25,C6855,P0174,1,216.52,0.16,217.67,-2.54,UPI,Express,,Northern Europe,GBP,240.07,-2.91
O91284,2025-10-01,04/10/25,C5832,P0084,1,393.95,0.07,646.04,324.66,UPI,Express,CAMP005,North America,USD,684.13,363.07
O91285,2024-10-04,13/10/24,C7589,P0213,1,1052.34,0.43,932.8,55.42,Credit Card,Standard,,West Asia,INR,932.8,55.42
O91286,2025-10-16,20/10/25,C5154,P0133,2,358.52,0.49,652.84,159.23,Debit Card,Standard,CAMP002,North America,CAD,748.3,171.98
O91287,2024-01-11,19/01/24,C6856,P0205,4,715.55,0.01,3021.2,1054.9,Credit Card,Standard,,Northern Europe,GBP,3021.2,1054.9
O91288,2023-11-25,02/12/23,C7109,P0174,2,315.01,0.13,894.04,420.45,Credit Card,Standard,,South Asia,INR,1015.76,480.73
O91289,2025-04-15,16/04/25,C5507,P0052,1,1806.58,0.24,1641.19,300.95,Wallet,Express,,Western Europe,GBP,1845.86,322.96
O91290,2024-08-25,04/09/24,C7117,P0284,1,578.85,0.06,639.5,213.68,Credit Card,Standard,CAMP010,Western Europe,GBP,639.5,213.68
O91291,2024-10-17,19/10/24,C7015,P0122,1,92.66,0.41,79.95,-11.57,Debit Card,Standard,CAMP003,Northern Europe,GBP,86.62,-12.19
O91292,2024-12-23,01/01/25,C6579,P0035,2,984.99,0.25,2495.08,1425.69,Debit Card,Standard,,North America,USD,2328.27,1332.96
O91293,2024-11-27,07/12/24,C5196,P0204,2,118.84,0.12,378.11,145.03,Debit Card,Standard,CAMP006,North America,USD,345.32,128.39
O91294,2025-02-27,03/03/25,C6188,P0193,1,959.1,0.14,919.25,114.36,Debit Card,Standard,,South America,BRL,788.42,105.82
O91295,2024-07-08,14/07/24,C5412,P0256,2,992.59,0.1,2099.24,932.17,UPI,Standard,,West Asia,INR,2356.72,1063.85
O91296,2025-05-16,26/05/25,C7627,P0197,2,530.88,0.19,977.08,163.93,Wallet,Standard,CAMP006,South Asia,AED,1097.31,185.71
O91297,2025-02-21,22/02/25,C7257,P0234,3,366.4,0.04,1195.01,607.28,UPI,Standard,,South America,BRL,1343.9,675.94
O91298,2025-06-19,27/06/25,C6228,P0095,1,1993.16,0.21,1893.63,380.15,Wallet,Standard,,East Asia,AED,1690.44,357.42
O91299,2024-06-16,18/06/24,C6269,P0126,1,697.19,0.02,729.22,210.66,Credit Card,Standard,,West Asia,SGD,667.31,187.45
O91300,2023-12-04,12/12/23,C7563,P0135,1,858.0,0.28,937.34,382.19,Credit Card,Standard,,South Asia,INR,992.03,412.41
O91301,2024-02-21,27/02/24,C7121,P0289,2,480.5,0.03,957.86,397.15,UPI,Standard,,West Asia,SGD,866.26,348.52
O91302,2025-04-21,29/04/25,C6015,P0197,1,530.88,0.07,593.33,213.41,Credit Card,Standard,CAMP007,West Asia,INR,636.12,235.34
O91303,2023-12-18,28/12/23,C5361,P0154,4,600.45,0.23,2785.61,1591.81,Credit Card,Express,CAMP006,South America,BRL,2785.61,1591.81
O91304,2025-04-08,10/04/25,C5947,P0184,5,1347.25,0.06,7526.94,3358.68,Wallet,Standard,,North America,USD,6525.72,3123.71
O91305,2024-02-07,10/02/24,C7707,P0041,1,456.67,0.11,409.71,154.45,Credit Card,Express,,Oceania,AUD,368.1,140.15
O91306,2025-10-31,03/11/25,C6002,P0213,1,1052.34,0.35,1214.79,350.37,Credit Card,Standard,CAMP009,East Asia,AED,1050.48,309.19
O91307,2025-09-11,21/09/25,C7207,P0049,2,2127.53,0.02,5755.65,2383.53,Wallet,Standard,CAMP005,North America,CAD,5128.34,2218.64
O91308,2025-05-23,24/05/25,C7277,P0318,2,1271.68,0.18,2354.65,424.53,Bank Transfer,Standard,CAMP005,East Asia,INR,2653.73,455.22
O91309,2024-02-09,11/02/24,C6999,P0247,1,2007.82,0.03,1985.11,435.55,Debit Card,Standard,CAMP008,South Asia,INR,1809.66,380.82
O91310,2025-10-29,02/11/25,C6649,P0133,1,256.47,0.15,375.76,182.97,Debit Card,Express,CAMP008,South Asia,AED,431.68,209.54
O91311,2025-01-08,10/01/25,C6097,P0166,1,2181.8,0.25,1959.73,416.78,UPI,Standard,,West Asia,INR,1776.16,383.39
O91312,2024-11-30,02/12/24,C7414,P0316,1,704.69,0.06,1180.04,804.3,Credit Card,Standard,,West Asia,AED,1180.04,804.3
O91313,2024-05-14,21/05/24,C6824,P0202,2,1466.95,0.03,2892.3,801.2,UPI,Standard,CAMP001,Western Europe,EUR,2690.25,738.79
O91314,2024-10-05,15/10/24,C7261,P0193,1,1213.65,0.26,1429.37,781.83,UPI,Standard,CAMP003,Northern Europe,EUR,1429.37,781.83
O91315,2025-04-01,09/04/25,C6256,P0189,2,1970.09,0.13,4063.3,1965.53,Wallet,Standard,,Northern Europe,GBP,3738.17,1859.11
O91316,2024-11-16,22/11/24,C6572,P0084,1,1078.93,0.4,1172.44,477.41,Credit Card,Standard,,West Asia,INR,1172.44,477.41
O91317,2023-05-02,11/05/23,C5043,P0197,2,1349.76,0.02,2383.55,974.3,COD,Standard,CAMP006,North America,CAD,2168.19,890.15
O91318,2024-01-31,07/02/24,C5595,P0260,3,1230.73,0.06,3713.47,1610.72,Debit Card,Express,,Western Europe,GBP,4214.52,1799.16
O91319,2025-12-31,08/01/26,C6431,P0140,1,611.21,0.29,809.24,418.52,Wallet,Standard,,South Asia,INR,909.01,449.25
O91320,2024-06-27,05/07/24,C6662,P0064,1,798.18,0.03,836.9,349.99,Debit Card,Standard,,North America,USD,909.82,372.64
O91321,2024-11-27,30/11/24,C5960,P0083,3,2033.43,0.15,9283.36,6399.1,Credit Card,Standard,,South Asia,CNY,10217.05,7010.68
O91322,2025-06-03,11/06/25,C6947,P0174,1,885.67,0.22,836.75,102.03,Credit Card,Express,,South America,BRL,794.68,92.96
O91323,2025-08-19,28/08/25,C5118,P0171,2,760.63,0.03,1897.49,912.07,Credit Card,Standard,,East Asia,CNY,2141.59,988.14
O91324,2025-07-13,22/07/25,C6064,P0093,2,541.87,0.24,1078.71,360.58,COD,Standard,,East Asia,CNY,1006.6,328.67
O91325,2025-04-24,25/04/25,C7886,P0211,1,1669.12,0.24,1514.44,101.1,UPI,Standard,CAMP006,East Asia,INR,1695.72,109.13
O91326,2025-07-28,07/08/25,C6790,P0243,1,81.48,0.06,93.35,23.45,UPI,Standard,,East Asia,INR,103.14,26.11
O91327,2024-04-21,29/04/24,C7459,P0158,1,1165.22,0.18,1041.51,406.92,Wallet,Standard,CAMP001,East Asia,INR,946.64,383.12
O91328,2025-02-18,25/02/25,C5045,P0278,1,1002.87,0.16,953.67,456.48,Credit Card,Standard,CAMP002,South Asia,SGD,896.29,432.33
O91329,2025-08-25,28/08/25,C5628,P0138,1,560.35,0.23,566.02,135.67,Debit Card,Standard,,Oceania,AUD,566.02,135.67
O91330,2023-10-04,10/10/23,C7678,P0078,1,565.49,0.41,460.47,181.56,Wallet,Express,,Western Europe,GBP,422.13,171.97
O91331,2023-05-03,09/05/23,C6992,P0321,1,764.82,0.1,642.12,5.68,Credit Card,Express,,North America,CAD,599.26,4.98
O91332,2025-06-29,07/07/25,C5820,P0221,1,1037.32,0.06,1156.21,632.25,Wallet,Standard,CAMP010,Western Europe,EUR,1263.44,678.93
O91333,2025-12-27,05/01/26,C6953,P0117,1,976.51,0.29,1308.03,609.44,UPI,Standard,,North America,USD,1112.37,529.48
O91334,2024-03-29,31/03/24,C5216,P0082,1,54.95,0.24,67.48,72.0,Credit Card,Standard,,South America,BRL,57.39,66.38
O91335,2025-11-27,29/11/25,C6896,P0152,1,1489.31,0.3,2104.48,1164.36,Bank Transfer,Standard,CAMP007,South Asia,SGD,1878.36,1026.1
O91336,2025-12-14,23/12/25,C7121,P0090,1,351.05,0.12,598.29,272.01,Wallet,Standard,,East Asia,SGD,673.78,308.25
O91337,2024-06-13,18/06/24,C5767,P0086,2,1744.02,0.24,2828.1,41.49,Credit Card,Standard,,West Asia,SGD,2679.71,37.93
O91338,2024-05-05,07/05/24,C6394,P0153,1,127.65,0.11,126.65,27.78,UPI,Standard,CAMP001,South Asia,CNY,138.83,30.02
O91339,2024-03-05,10/03/24,C7540,P0295,1,76.7,0.03,80.78,16.52,Credit Card,Standard,CAMP010,South Asia,AED,86.61,17.7
O91340,2025-08-20,26/08/25,C6944,P0206,1,434.63,0.07,509.64,260.43,Debit Card,Standard,,North America,USD,555.98,299.28
O91341,2023-06-25,03/07/23,C5753,P0286,1,1141.51,0.12,965.19,165.4,Credit Card,Standard,,Western Europe,GBP,965.19,165.4
O91342,2025-06-11,19/06/25,C5376,P0084,1,2132.53,0.2,2040.93,709.94,Debit Card,Standard,CAMP005,Northern Europe,GBP,1734.96,617.45
O91343,2025-10-01,11/10/25,C6380,P0176,1,401.37,0.17,591.65,393.79,UPI,Standard,,East Asia,INR,514.05,362.96
O91344,2024-12-29,31/12/24,C7425,P0257,5,207.56,0.12,1556.81,1092.72,Wallet,Express,CAMP001,South America,BRL,1378.16,978.78
O91345,2024-03-21,22/03/24,C6095,P0153,1,603.37,0.03,668.51,298.84,UPI,Standard,,South America,BRL,668.51,298.84
O91346,2025-10-09,16/10/25,C5132,P0221,1,1037.32,0.33,1228.56,706.77,Credit Card,Express,,Northern Europe,GBP,1308.25,770.73
O91347,2025-03-18,27/03/25,C6797,P0291,3,48.16,0.19,137.38,8.64,Debit Card,Standard,CAMP006,South Asia,INR,137.38,8.64
O91348,2025-12-16,22/12/25,C7521,P0213,2,1865.37,0.43,3983.73,1172.84,UPI,Standard,,South America,BRL,3427.28,1059.43
O91349,2025-07-15,25/07/25,C7698,P0307,1,567.81,0.17,641.42,201.8,Debit Card,Standard,,North America,USD,679.77,227.84
O91350,2024-12-26,28/12/24,C7011,P0338,2,42.89,0.37,85.53,49.4,Credit Card,Standard,,North America,CAD,77.55,45.57
O91351,2025-08-01,04/08/25,C5515,P0257,1,207.56,0.38,188.03,121.5,Credit Card,Standard,,Northern Europe,GBP,167.69,107.91
O91352,2025-01-25,01/02/25,C6205,P0332,3,1474.76,0.0,5278.33,2544.35,Debit Card,Standard,,North America,USD,5278.33,2544.35
O91353,2024-05-18,27/05/24,C6645,P0112,1,2014.26,0.24,1535.16,391.54,Credit Card,Express,,North America,CAD,1319.96,353.32
O91354,2025-12-18,19/12/25,C7275,P0163,5,976.51,0.37,5780.61,1873.42,Credit Card,Express,CAMP007,North America,USD,5780.61,1873.42
O91355,2025-05-03,04/05/25,C7827,P0084,1,125.26,0.19,125.17,82.48,UPI,Standard,,North America,USD,112.83,73.97
O91356,2025-08-15,25/08/25,C6533,P0081,2,1056.82,0.06,2549.12,1345.66,Debit Card,Standard,CAMP008,Oceania,AUD,2355.52,1255.84
O91357,2024-05-29,03/06/24,C5817,P0174,1,216.52,0.01,208.14,23.88,Credit Card,Express,CAMP003,North America,USD,208.14,23.88
O91358,2025-11-10,11/11/25,C7497,P0159,1,1316.59,0.38,1625.4,807.02,Credit Card,Express,CAMP003,Northern Europe,EUR,1828.7,858.98
O91359,2024-05-15,21/05/24,C7102,P0087,3,1854.59,0.18,4589.78,1242.68,Credit Card,Standard,,West Asia,INR,4186.82,1066.26
O91360,2025-05-13,14/05/25,C7584,P0309,1,547.56,0.05,595.92,178.15,Credit Card,Standard,,South Asia,INR,547.93,158.23
O91361,2024-04-19,24/04/24,C5356,P0283,1,1237.34,0.1,1181.06,465.12,UPI,Standard,CAMP001,North America,USD,1255.76,528.47
O91362,2025-11-13,15/11/25,C5418,P0205,2,715.55,0.4,1712.08,764.39,Debit Card,Same Day,CAMP003,Oceania,AUD,1560.39,676.85
O91363,2024-06-29,04/07/24,C7585,P0001,2,213.97,0.19,386.54,-16.97,Credit Card,Express,,North America,USD,329.75,-15.34
O91364,2025-12-29,08/01/26,C6162,P0233,1,1141.19,0.32,1463.7,836.92,COD,Standard,,North America,USD,1379.28,761.29
O91365,2023-05-18,22/05/23,C7184,P0087,1,1854.59,0.2,1337.48,186.04,Wallet,Standard,,West Asia,INR,1534.31,197.88
O91366,2024-01-16,18/01/24,C7550,P0079,4,565.88,0.13,2102.69,973.42,COD,Standard,,East Asia,INR,1906.78,905.1
O91367,2025-08-22,30/08/25,C7828,P0125,1,790.92,0.09,917.49,322.0,Credit Card,Express,,North America,USD,828.08,276.63
O91368,2024-05-18,25/05/24,C6864,P0006,1,2223.9,0.1,2009.37,429.87,COD,Express,CAMP005,North America,USD,2226.96,477.66
O91369,2024-09-15,25/09/24,C7970,P0328,1,1489.07,0.14,1595.78,738.47,COD,Same Day,,North America,USD,1791.85,831.61
O91370,2024-08-08,13/08/24,C6611,P0268,3,1532.64,0.16,4406.48,1698.49,Credit Card,Standard,,East Asia,SGD,4085.15,1556.4
O91371,2025-06-27,01/07/25,C7302,P0323,2,469.87,0.15,960.06,236.59,UPI,Standard,,South Asia,SGD,1028.78,257.98
O91372,2024-11-01,08/11/24,C6528,P0093,1,585.75,0.27,766.64,319.19,Credit Card,Standard,CAMP006,West Asia,INR,711.15,301.74
O91373,2025-09-03,08/09/25,C5961,P0284,1,152.42,0.19,180.67,75.35,COD,Standard,CAMP003,West Asia,CNY,180.67,75.35
O91374,2024-08-14,19/08/24,C5641,P0187,4,133.89,0.17,507.07,160.67,Wallet,Standard,CAMP004,North America,USD,536.43,177.31
O91375,2025-07-10,12/07/25,C5191,P0234,1,760.61,0.09,904.53,373.76,COD,Standard,,West Asia,INR,797.12,326.12
O91376,2025-08-17,21/08/25,C6737,P0192,5,829.71,0.11,4707.36,2765.61,Credit Card,Express,,South Asia,AED,4707.36,2765.61
O91377,2024-12-02,09/12/24,C7093,P0110,1,113.45,0.13,157.23,92.99,Debit Card,Standard,CAMP005,North America,USD,157.23,92.99
O91378,2025-02-06,16/02/25,C5833,P0247,1,1323.07,0.06,1419.58,540.81,Debit Card,Standard,,South America,BRL,1419.58,540.81
O91379,2025-05-18,25/05/25,C6019,P0166,1,2181.8,0.08,2281.33,750.13,Wallet,Standard,,North America,USD,2054.52,683.08
O91380,2025-04-06,09/04/25,C6862,P0332,2,1474.76,0.08,3243.16,1368.74,Debit Card,Standard,,Northern Europe,EUR,3408.49,1543.97
O91381,2025-07-25,27/07/25,C5961,P0097,1,2101.82,0.14,2379.58,1409.36,COD,Standard,,West Asia,CNY,2379.58,1409.36
O91382,2025-01-11,13/01/25,C6783,P0234,2,1311.04,0.24,2368.44,207.77,Debit Card,Standard,,North America,USD,2207.36,196.66
O91383,2025-12-11,17/12/25,C5599,P0208,1,816.18,0.09,1405.88,906.24,UPI,Express,,Northern Europe,GBP,1501.57,1005.43
O91384,2024-11-09,14/11/24,C6184,P0135,1,858.0,0.26,1137.41,519.29,Credit Card,Same Day,,South America,BRL,1015.32,458.78
O91385,2023-12-31,01/01/24,C7925,P0154,2,600.45,0.34,1197.28,594.68,Credit Card,Standard,,South Asia,AED,1324.87,670.94
O91386,2025-02-13,19/02/25,C6380,P0168,1,75.44,0.16,90.88,89.31,UPI,Standard,CAMP005,East Asia,INR,77.46,84.57
O91387,2025-02-21,02/03/25,C6039,P0081,2,304.27,0.19,576.28,294.6,COD,Standard,,East Asia,INR,651.77,331.46
O91388,2024-11-05,15/11/24,C7675,P0234,1,760.61,0.2,1108.22,588.89,Credit Card,Standard,CAMP009,South Asia,CNY,1026.25,523.47
O91389,2025-12-01,10/12/25,C7263,P0190,1,1559.96,0.21,2315.51,1271.47,Debit Card,Standard,CAMP008,West Asia,CNY,2315.51,1271.47
O91390,2024-07-25,02/08/24,C5301,P0169,1,1228.48,0.25,1083.9,432.35,Credit Card,Standard,CAMP001,East Asia,CNY,1219.56,470.69
O91391,2025-05-17,20/05/25,C6259,P0320,1,1149.38,0.03,1248.63,332.71,Wallet,Express,,North America,USD,1423.28,355.24
O91392,2025-04-27,05/05/25,C5732,P0079,1,565.88,0.07,646.68,332.94,Credit Card,Standard,,North America,USD,697.92,367.94
O91393,2024-06-11,18/06/24,C6287,P0204,1,118.84,0.22,120.88,30.44,Bank Transfer,Standard,CAMP002,Oceania,AUD,120.88,30.44
O91394,2025-10-22,31/10/25,C7664,P0001,2,389.17,0.36,893.19,306.62,Credit Card,Standard,,South Asia,INR,966.36,334.96
O91395,2023-07-11,21/07/23,C6866,P0110,1,113.45,0.16,123.3,44.9,UPI,Standard,,North America,USD,110.88,42.01
O91396,2025-10-20,26/10/25,C6224,P0247,4,1323.07,0.17,7680.87,4300.78,UPI,Same Day,,East Asia,SGD,7680.87,4300.78
O91397,2025-12-20,29/12/25,C7273,P0213,1,1865.37,0.43,1997.23,550.71,Debit Card,Express,CAMP005,South Asia,CNY,2201.59,598.21
O91398,2025-12-22,25/12/25,C5784,P0286,1,1141.51,0.45,1200.78,427.31,Credit Card,Standard,CAMP003,South America,BRL,1050.41,380.68
O91399,2024-12-20,26/12/24,C6640,P0153,1,603.37,0.13,872.05,491.79,Debit Card,Standard,,West Asia,CNY,786.22,454.71
O91400,2023-10-27,02/11/23,C6334,P0282,1,2175.75,0.23,2360.8,1087.23,Wallet,Standard,,West Asia,INR,2507.42,1165.69
O91401,2025-03-22,29/03/25,C6071,P0118,2,149.54,0.17,332.16,126.52,Credit Card,Standard,,East Asia,INR,361.38,137.41
O91402,2024-10-25,26/10/24,C7471,P0193,1,574.09,0.3,648.21,283.6,Wallet,Standard,,Western Europe,GBP,706.01,320.28
O91403,2024-12-22,30/12/24,C5712,P0191,3,376.11,0.26,1402.46,680.9,COD,Standard,,Northern Europe,EUR,1237.55,612.94
O91404,2025-02-12,15/02/25,C6268,P0226,1,531.72,0.02,608.09,217.7,COD,Express,CAMP007,Northern Europe,GBP,554.82,190.1
O91405,2025-08-16,21/08/25,C5132,P0126,1,697.19,0.21,707.26,191.05,Wallet,Standard,,Northern Europe,GBP,707.26,191.05
O91406,2024-01-14,17/01/24,C5929,P0058,2,1624.75,0.13,3019.14,531.26,Wallet,Standard,,North America,CAD,2783.25,480.64
O91407,2024-01-17,20/01/24,C5359,P0118,3,1081.83,0.16,2918.72,1105.73,UPI,Standard,CAMP006,East Asia,INR,2611.31,1029.41
O91408,2025-06-02,08/06/25,C5668,P0297,1,318.48,0.03,366.41,133.63,COD,Standard,CAMP002,Northern Europe,GBP,320.37,125.39
O91409,2025-09-07,16/09/25,C5862,P0151,1,1118.28,0.17,1266.48,712.31,Credit Card,Standard,,North America,CAD,1147.56,648.86
O91410,2023-10-01,08/10/23,C7977,P0125,3,790.92,0.36,2139.36,308.24,Wallet,Standard,,North America,USD,2433.53,348.85
O91411,2025-09-29,02/10/25,C5742,P0001,1,632.19,0.12,780.76,418.01,Credit Card,Express,CAMP008,North America,USD,866.77,470.39
O91412,2025-11-12,15/11/25,C5630,P0192,5,473.21,0.11,4222.32,2885.18,Credit Card,Standard,CAMP005,North America,USD,4616.4,3187.37
O91413,2024-01-09,18/01/24,C6891,P0234,1,760.61,0.11,731.52,194.66,UPI,Standard,CAMP006,South America,BRL,772.64,206.14
O91414,2024-10-24,28/10/24,C5491,P0308,2,430.54,0.18,1112.26,582.2,COD,Standard,,Western Europe,EUR,1112.26,582.2
O91415,2024-02-14,16/02/24,C5899,P0038,3,421.64,0.14,1087.23,-27.17,UPI,Standard,,Oceania,AUD,1014.32,-23.26
O91416,2024-04-23,25/04/24,C5396,P0174,4,1376.09,0.13,5097.71,1765.26,Credit Card,Standard,,East Asia,CNY,5438.95,1994.01
O91417,2025-11-19,28/11/25,C5653,P0191,2,671.44,0.26,2008.25,1160.31,COD,Standard,,East Asia,AED,2108.89,1251.09
O91418,2024-08-05,14/08/24,C7702,P0144,2,1968.53,0.1,4072.47,2188.17,UPI,Standard,,South America,BRL,4072.47,2188.17
O91419,2025-07-07,08/07/25,C7136,P0077,1,1372.09,0.11,1625.83,610.61,UPI,Standard,CAMP008,Oceania,AUD,1476.91,555.38
O91420,2025-12-27,30/12/25,C7186,P0024,1,1194.98,0.42,1311.73,691.73,Debit Card,Express,,West Asia,SGD,1479.26,761.31
O91421,2024-05-29,08/06/24,C5273,P0080,1,1455.73,0.11,1302.66,317.87,Wallet,Standard,CAMP006,Northern Europe,EUR,1302.66,317.87
O91422,2025-08-26,27/08/25,C5268,P0029,1,235.52,0.15,271.18,120.45,Bank Transfer,Standard,CAMP010,South Asia,AED,298.55,135.21
O91423,2025-11-05,08/11/25,C5167,P0059,1,704.24,0.25,1058.67,740.02,Wallet,Standard,CAMP003,East Asia,AED,1164.39,822.05
O91424,2025-05-26,01/06/25,C5235,P0256,1,1437.61,0.04,1550.88,338.84,Credit Card,Standard,,South America,BRL,1457.48,301.62
O91425,2023-11-21,01/12/23,C7293,P0080,2,1110.67,0.09,3241.58,1982.88,Credit Card,Standard,,South America,BRL,2880.18,1686.15
O91426,2023-12-31,10/01/24,C6864,P0195,1,1731.9,0.11,2315.0,1045.78,COD,Express,,North America,USD,2572.76,1101.18
O91427,2025-01-06,11/01/25,C6600,P0320,1,1149.38,0.21,1073.15,110.66,Credit Card,Standard,,West Asia,INR,966.28,102.96
O91428,2023-03-19,27/03/23,C5855,P0221,1,608.07,0.12,533.55,236.04,UPI,Standard,CAMP007,Northern Europe,GBP,482.86,207.0
O91429,2024-07-30,01/08/24,C7073,P0133,1,256.47,0.11,270.25,90.81,COD,Standard,,North America,USD,250.96,79.64
O91430,2024-09-14,24/09/24,C5909,P0019,5,827.04,0.11,4544.37,1296.77,Debit Card,Standard,,North America,CAD,4544.37,1296.77
O91431,2023-12-02,09/12/23,C7092,P0257,4,207.56,0.03,1220.28,837.53,UPI,Standard,CAMP004,Oceania,AUD,1220.28,837.53
O91432,2025-12-13,15/12/25,C6765,P0225,1,1315.21,0.24,1888.84,994.12,UPI,Standard,,South Asia,CNY,1888.84,994.12
O91433,2024-03-19,25/03/24,C7567,P0084,1,393.95,0.23,338.23,18.95,UPI,Standard,,East Asia,INR,312.29,17.26
O91434,2025-08-18,25/08/25,C6295,P0192,2,473.21,0.02,1173.73,678.98,Wallet,Standard,CAMP006,South Asia,INR,1252.37,774.39
O91435,2023-06-22,25/06/23,C5747,P0114,1,357.81,0.18,278.08,1.97,UPI,Express,CAMP006,West Asia,AED,297.56,2.26
O91436,2023-09-21,29/09/23,C6613,P0113,2,450.81,0.04,958.33,390.31,Debit Card,Standard,,East Asia,CNY,1006.95,420.11
O91437,2024-12-31,04/01/25,C7835,P0110,1,113.45,0.34,119.52,49.11,Wallet,Standard,CAMP005,Western Europe,EUR,103.98,41.81
O91438,2023-06-17,25/06/23,C7657,P0192,5,829.71,0.01,3909.71,2020.33,COD,Standard,,East Asia,INR,4391.53,2261.44
O91439,2025-02-05,12/02/25,C7936,P0207,1,1296.35,0.03,1413.09,759.69,Credit Card,Standard,,North America,CAD,1313.09,665.24
O91440,2025-08-31,02/09/25,C5767,P0088,1,146.81,0.09,170.32,111.69,Wallet,Standard,,East Asia,SGD,152.34,102.3
O91441,2023-11-05,13/11/23,C5885,P0133,2,358.52,0.13,991.9,547.7,UPI,Standard,CAMP001,South America,BRL,1085.12,613.28
O91442,2025-08-28,01/09/25,C5743,P0261,1,1485.53,0.09,1746.08,537.6,Debit Card,Standard,,Western Europe,GBP,1594.86,463.12
O91443,2025-02-20,22/02/25,C7867,P0117,1,976.51,0.1,1012.69,288.43,Credit Card,Standard,,North America,USD,1012.69,288.43
O91444,2025-03-07,12/03/25,C5117,P0266,5,1381.55,0.09,7862.02,2979.52,Debit Card,Standard,,South Asia,CNY,7296.77,2747.32
O91445,2025-04-01,11/04/25,C5002,P0029,4,1254.76,0.12,5254.49,1797.64,Debit Card,Express,,Oceania,AUD,5861.82,1915.4
O91446,2024-06-28,03/07/24,C6947,P0282,1,2175.75,0.24,1752.44,567.28,COD,Standard,,South America,BRL,1536.54,504.49
O91447,2023-05-02,11/05/23,C5562,P0287,2,719.88,0.2,1028.53,102.24,UPI,Standard,,North America,USD,903.04,89.23
O91448,2025-07-12,19/07/25,C6040,P0225,4,1355.24,0.1,6398.96,2378.56,Debit Card,Standard,,Western Europe,EUR,5954.46,2173.58
O91449,2024-10-23,29/10/24,C6155,P0174,1,315.01,0.17,405.53,171.39,Credit Card,Standard,,Western Europe,GBP,367.63,149.55
O91450,2024-07-21,24/07/24,C7109,P0182,2,1423.04,0.16,2827.75,502.92,Wallet,Standard,,South Asia,INR,2827.75,502.92
O91451,2025-04-12,13/04/25,C7743,P0137,1,44.25,0.08,63.25,18.59,Credit Card,Standard,,West Asia,CNY,59.57,16.16
O91452,2025-05-19,24/05/25,C7798,P0160,1,1177.63,0.06,1236.95,236.04,Wallet,Standard,,North America,USD,1149.74,223.45
O91453,2023-06-27,06/07/23,C7494,P0184,1,1347.25,0.09,1180.56,358.13,COD,Standard,,South Asia,AED,1089.31,339.97
O91454,2024-05-16,26/05/24,C6405,P0225,2,1315.21,0.06,2515.1,694.24,Debit Card,Standard,CAMP008,Northern Europe,GBP,2804.6,744.05
O91455,2024-10-10,19/10/24,C7047,P0019,4,220.51,0.19,1133.21,407.51,Credit Card,Standard,,North America,USD,986.33,359.61
O91456,2025-07-04,12/07/25,C5714,P0158,3,1165.22,0.07,4289.03,2516.5,Wallet,Standard,CAMP010,West Asia,AED,3648.73,2310.57
O91457,2025-02-05,14/02/25,C7825,P0248,3,1293.9,0.0,4359.6,2476.35,Credit Card,Standard,,South Asia,INR,3822.79,2306.77
O91458,2024-04-11,15/04/24,C5871,P0197,2,530.88,0.02,1110.94,331.73,Credit Card,Standard,CAMP002,North America,USD,1206.39,364.24
O91459,2025-02-07,09/02/25,C5778,P0052,3,1806.58,0.02,5980.19,2037.34,Credit Card,Standard,,South Asia,INR,5660.66,1781.08
O91460,2023-09-29,01/10/23,C7433,P0110,3,772.36,0.19,2054.99,212.47,Wallet,Standard,,North America,USD,2054.99,212.47
O91461,2024-11-21,25/11/24,C7395,P0050,2,1379.19,0.43,2818.34,442.26,Wallet,Standard,,South Asia,INR,2598.86,409.32
O91462,2024-06-29,08/07/24,C7801,P0085,3,371.04,0.18,963.23,240.15,Credit Card,Standard,,North America,USD,1032.68,264.19
